"itemSet","support"
699,516728
["p"],1
["x"],0.4500246184145741
["s"],0.8028064992614475
["n"],0.8778926637124569
["t"],0.7602166420482521
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["w"],0.9763663220088626
["o"],0.9217134416543574
["y"],0.5910881339241753
["b"],0.9470704086656819
["g"],0.5209256523879862
["l"],0.31117676021664203
["v"],0.49729197439684886
["d"],0.38749384539635645
["?"],0.3052683407188577
["f","o","t","w","x"],0.3072378138847858
["b","f","t","w","x"],0.31363860167405216
["c","e","f","w","x"],0.3604135893648449
["c","e","f","o","x"],0.35450516986706054
["b","c","e","f","x"],0.34268833087149186
["c","f","o","w","x"],0.3663220088626292
["b","c","f","w","x"],0.35450516986706054
["b","c","f","o","x"],0.34859675036927623
["e","f","o","w","x"],0.40275726243229937
["b","e","f","w","x"],0.40275726243229937
["b","e","f","o","x"],0.3850320039389463
["b","f","o","w","x"],0.396848842934515
["c","e","o","w","x"],0.34859675036927623
["b","c","e","w","x"],0.33677991137370755
["b","c","e","o","x"],0.3308714918759232
["b","c","o","w","x"],0.34268833087149186
["b","e","o","w","x"],0.379123584441162
["c","f","n","s","t"],0.5484982767109798
["f","k","n","s","t"],0.4121122599704579
["e","f","n","s","t"],0.6821762678483506
["f","n","s","t","w"],0.6821762678483506
["f","n","o","s","t"],0.6115214180206795
["f","n","s","t","y"],0.38404726735598227
["b","f","n","s","t"],0.6506646971935007
["f","g","n","s","t"],0.3360413589364845
["f","n","s","t","v"],0.3397341211225997
["c","k","n","s","t"],0.3293943870014771
["c","e","n","s","t"],0.5484982767109798
["c","n","s","t","w"],0.5484982767109798
["c","n","o","s","t"],0.5110782865583456
["c","n","s","t","y"],0.37813884785819796
["b","c","n","s","t"],0.51698670605613
["c","n","s","t","v"],0.32791728212703103
["e","k","n","s","t"],0.4121122599704579
["k","n","s","t","w"],0.4121122599704579
["k","n","o","s","t"],0.3766617429837518
["b","k","n","s","t"],0.39241752831117677
["e","n","s","t","w"],0.6821762678483506
["e","n","o","s","t"],0.6115214180206795
["e","n","s","t","y"],0.38404726735598227
["b","e","n","s","t"],0.6506646971935007
["e","g","n","s","t"],0.3360413589364845
["e","n","s","t","v"],0.3397341211225997
["n","o","s","t","w"],0.6115214180206795
["n","s","t","w","y"],0.38404726735598227
["b","n","s","t","w"],0.6506646971935007
["g","n","s","t","w"],0.3360413589364845
["n","s","t","v","w"],0.3397341211225997
["n","o","s","t","y"],0.3638601674052191
["b","n","o","s","t"],0.5800098473658296
["n","o","s","t","v"],0.3289020187099951
["b","n","s","t","y"],0.3682914820285574
["b","g","n","s","t"],0.32028557360905957
["b","n","s","t","v"],0.32397833579517477
["c","f","k","n","s"],0.3552437223042836
["c","e","f","n","s"],0.6157065484982767
["c","f","n","s","w"],0.5920728705071393
["c","f","n","o","s"],0.5782865583456426
["c","f","n","s","y"],0.40288035450516985
["b","c","f","n","s"],0.5664697193500738
["c","f","n","s","v"],0.362629246676514
["c","d","f","n","s"],0.30773018217626785
["e","f","k","n","s"],0.43870014771048743
["f","k","n","s","w"],0.4327917282127031
["f","k","n","o","s"],0.4032496307237814
["b","f","k","n","s"],0.4116198916789759
["e","f","n","s","w"],0.7279665189561793
["e","f","n","o","s"],0.6809453471196455
["e","f","n","s","y"],0.4098966026587888
["b","e","f","n","s"],0.7023633677991138
["e","f","g","n","s"],0.3552437223042836
["e","f","n","s","v"],0.3766617429837518
["d","e","f","n","s"],0.31954702117183653
["f","n","o","s","w"],0.6573116691285081
["f","n","s","w","y"],0.39807976366322007
["b","f","n","s","w"],0.6787296898079763
["f","g","n","s","w"],0.3552437223042836
["f","n","s","v","w"],0.36484490398818314
["d","f","n","s","w"],0.31954702117183653
["f","n","o","s","y"],0.3897095027080256
["b","f","n","o","s"],0.6317085179714427
["f","g","n","o","s"],0.3151157065484983
["f","n","o","s","v"],0.3658296405711472
["d","f","n","o","s"],0.3190546528803545
["b","f","n","s","y"],0.3823239783357952
["b","f","g","n","s"],0.33210241260462825
["b","f","n","s","v"],0.3520433284096504
["b","d","f","n","s"],0.31363860167405216
["c","e","k","n","s"],0.3552437223042836
["c","k","n","s","w"],0.34933530280649927
["c","k","n","o","s"],0.34711964549483015
["b","c","k","n","s"],0.32816346627277204
["c","e","n","s","w"],0.5920728705071393
["c","e","n","o","s"],0.5782865583456426
["c","e","n","s","y"],0.40288035450516985
["b","c","e","n","s"],0.5664697193500738
["c","e","n","s","v"],0.362629246676514
["c","d","e","n","s"],0.30773018217626785
["c","n","o","s","w"],0.5546528803545052
["c","n","s","w","y"],0.39106351550960117
["b","c","n","s","w"],0.5428360413589365
["c","n","s","v","w"],0.35081240768094535
["c","d","n","s","w"],0.30773018217626785
["c","n","o","s","y"],0.38269325455440667
["b","c","n","o","s"],0.5290497291974396
["c","n","o","s","v"],0.3517971442639094
["c","d","n","o","s"],0.3072378138847858
["b","c","n","s","y"],0.3753077301821763
["b","c","n","s","v"],0.3380108321024126
["b","c","d","n","s"],0.3018217626784835
["e","k","n","s","w"],0.4327917282127031
["e","k","n","o","s"],0.4032496307237814
["b","e","k","n","s"],0.4116198916789759
["k","n","o","s","w"],0.397341211225997
["b","k","n","s","w"],0.4057114721811915
["b","k","n","o","s"],0.3761693746922698
["e","n","o","s","w"],0.6573116691285081
["e","n","s","w","y"],0.39807976366322007
["b","e","n","s","w"],0.6787296898079763
["e","g","n","s","w"],0.3552437223042836
["e","n","s","v","w"],0.36484490398818314
["d","e","n","s","w"],0.31954702117183653
["e","n","o","s","y"],0.3897095027080256
["b","e","n","o","s"],0.6317085179714427
["e","g","n","o","s"],0.3151157065484983
["e","n","o","s","v"],0.3658296405711472
["d","e","n","o","s"],0.3190546528803545
["b","e","n","s","y"],0.3823239783357952
["b","e","g","n","s"],0.33210241260462825
["b","e","n","s","v"],0.3520433284096504
["b","d","e","n","s"],0.31363860167405216
["n","o","s","w","y"],0.37789266371245694
["b","n","o","s","w"],0.6080748399803053
["g","n","o","s","w"],0.3151157065484983
["n","o","s","v","w"],0.3540128015755785
["d","n","o","s","w"],0.3190546528803545
["b","n","s","w","y"],0.3705071393402265
["b","g","n","s","w"],0.33210241260462825
["b","n","s","v","w"],0.34022648941408173
["b","d","n","s","w"],0.31363860167405216
["b","n","o","s","y"],0.362136878385032
["b","n","o","s","v"],0.3412112259970458
["b","d","n","o","s"],0.31314623338257014
["c","f","k","s","t"],0.345150172328902
["c","e","f","s","t"],0.5642540620384048
["c","f","s","t","w"],0.5997045790251108
["c","f","o","s","t"],0.5622845888724766
["c","f","s","t","y"],0.3909404234367307
["b","c","f","s","t"],0.568193008370261
["c","f","s","t","v"],0.345642540620384
["e","f","k","s","t"],0.4278680452978828
["f","k","s","t","w"],0.4278680452978828
["f","k","o","s","t"],0.39241752831117677
["b","f","k","s","t"],0.40817331363860165
["e","f","s","t","w"],0.6979320531757754
["e","f","o","s","t"],0.6272772033481043
["e","f","s","t","y"],0.396848842934515
["b","e","f","s","t"],0.6664204825209257
["e","f","g","s","t"],0.3458887247661251
["e","f","s","t","v"],0.3397341211225997
["f","o","s","t","w"],0.6627277203348104
["f","s","t","w","y"],0.396848842934515
["b","f","s","t","w"],0.7018709995076317
["f","g","s","t","w"],0.36952240275726245
["f","s","t","v","w"],0.35745937961595275
["f","o","s","t","y"],0.3766617429837518
["b","f","o","s","t"],0.6312161496799606
["f","g","o","s","t"],0.3293943870014771
["f","o","s","t","v"],0.3466272772033481
["b","f","s","t","y"],0.3810930576070901
["b","f","g","s","t"],0.3537666174298375
["b","f","s","t","v"],0.3417035942885278
["c","e","k","s","t"],0.345150172328902
["c","k","s","t","w"],0.345150172328902
["c","k","o","s","t"],0.33702609551944857
["b","c","k","s","t"],0.3254554406696209
["c","e","s","t","w"],0.5642540620384048
["c","e","o","s","t"],0.5268340718857706
["c","e","s","t","y"],0.3909404234367307
["b","c","e","s","t"],0.5327424913835549
["c","e","s","t","v"],0.32791728212703103
["c","o","s","t","w"],0.5622845888724766
["c","s","t","w","y"],0.3909404234367307
["b","c","s","t","w"],0.568193008370261
["c","s","t","v","w"],0.345642540620384
["c","o","s","t","y"],0.3707533234859675
["b","c","o","s","t"],0.5307730182176268
["c","o","s","t","v"],0.3348104382077794
["b","c","s","t","y"],0.37518463810930575
["b","c","s","t","v"],0.32988675529295913
["e","k","s","t","w"],0.4278680452978828
["e","k","o","s","t"],0.39241752831117677
["b","e","k","s","t"],0.40817331363860165
["k","o","s","t","w"],0.39241752831117677
["b","k","s","t","w"],0.40817331363860165
["b","k","o","s","t"],0.3727227966518956
["e","o","s","t","w"],0.6272772033481043
["e","s","t","w","y"],0.396848842934515
["b","e","s","t","w"],0.6664204825209257
["e","g","s","t","w"],0.3458887247661251
["e","s","t","v","w"],0.3397341211225997
["e","o","s","t","y"],0.3766617429837518
["b","e","o","s","t"],0.5957656326932546
["e","g","o","s","t"],0.30576070901033975
["e","o","s","t","v"],0.3289020187099951
["b","e","s","t","y"],0.3810930576070901
["b","e","g","s","t"],0.33013293943870015
["b","e","s","t","v"],0.32397833579517477
["o","s","t","w","y"],0.3766617429837518
["b","o","s","t","w"],0.6312161496799606
["g","o","s","t","w"],0.3293943870014771
["o","s","t","v","w"],0.3466272772033481
["b","s","t","w","y"],0.3810930576070901
["b","g","s","t","w"],0.3537666174298375
["b","s","t","v","w"],0.3417035942885278
["b","o","s","t","y"],0.36090595765632694
["b","g","o","s","t"],0.31363860167405216
["b","o","s","t","v"],0.3308714918759232
["c","e","f","k","s"],0.3709995076317085
["c","f","k","s","w"],0.36509108813392416
["c","f","k","o","s"],0.36287543082225504
["b","c","f","k","s"],0.34391925160019693
["c","e","f","s","w"],0.6078286558345642
["c","e","f","o","s"],0.5940423436730674
["c","e","f","s","y"],0.41568193008370263
["b","c","e","f","s"],0.5822255046774988
["c","e","f","s","v"],0.362629246676514
["c","d","e","f","s"],0.30773018217626785
["c","f","o","s","w"],0.6058591826686361
["c","f","s","w","y"],0.4038650910881339
["b","c","f","s","w"],0.5940423436730674
["c","f","s","v","w"],0.3685376661742984
["c","d","f","s","w"],0.30773018217626785
["c","f","o","s","y"],0.39549483013293946
["b","c","f","o","s"],0.5802560315115707
["c","f","o","s","v"],0.36952240275726245
["c","d","f","o","s"],0.3072378138847858
["b","c","f","s","y"],0.388109305760709
["b","c","f","s","v"],0.3557360905957656
["b","c","d","f","s"],0.3018217626784835
["e","f","k","s","w"],0.448547513540128
["e","f","k","o","s"],0.4190054160512063
["b","e","f","k","s"],0.4273756770064008
["f","k","o","s","w"],0.41309699655342197
["b","f","k","s","w"],0.42146725750861647
["b","f","k","o","s"],0.39192516001969474
["e","f","o","s","w"],0.6730674544559331
["e","f","s","w","y"],0.41088133924175285
["b","e","f","s","w"],0.6944854751354013
["e","f","g","s","w"],0.36509108813392416
["e","f","s","v","w"],0.36484490398818314
["d","e","f","s","w"],0.31954702117183653
["e","f","o","s","y"],0.40251107828655835
["b","e","f","o","s"],0.6474643032988675
["e","f","g","o","s"],0.3249630723781389
["e","f","o","s","v"],0.3658296405711472
["d","e","f","o","s"],0.3190546528803545
["b","e","f","s","y"],0.3951255539143279
["b","e","f","g","s"],0.3419497784342688
["b","e","f","s","v"],0.3520433284096504
["b","d","e","f","s"],0.31363860167405216
["f","o","s","w","y"],0.3906942392909897
["b","f","o","s","w"],0.6592811422944362
["f","g","o","s","w"],0.34859675036927623
["f","o","s","v","w"],0.37173806006893156
["d","f","o","s","w"],0.3190546528803545
["b","f","s","w","y"],0.38330871491875923
["b","f","g","s","w"],0.3655834564254062
["b","f","s","v","w"],0.3579517479074348
["b","d","f","s","w"],0.31363860167405216
["b","f","o","s","y"],0.37493845396356473
["b","f","g","o","s"],0.3254554406696209
["b","f","o","s","v"],0.35893648449039883
["b","d","f","o","s"],0.31314623338257014
["c","e","k","s","w"],0.36509108813392416
["c","e","k","o","s"],0.36287543082225504
["b","c","e","k","s"],0.34391925160019693
["c","k","o","s","w"],0.35696701132447073
["b","c","k","s","w"],0.3380108321024126
["b","c","k","o","s"],0.3357951747907435
["c","e","o","s","w"],0.57040866568193
["c","e","s","w","y"],0.4038650910881339
["b","c","e","s","w"],0.5585918266863614
["c","e","s","v","w"],0.35081240768094535
["c","d","e","s","w"],0.30773018217626785
["c","e","o","s","y"],0.39549483013293946
["b","c","e","o","s"],0.5448055145248646
["c","e","o","s","v"],0.3517971442639094
["c","d","e","o","s"],0.3072378138847858
["b","c","e","s","y"],0.388109305760709
["b","c","e","s","v"],0.3380108321024126
["b","c","d","e","s"],0.3018217626784835
["c","o","s","w","y"],0.3836779911373708
["b","c","o","s","w"],0.5566223535204333
["c","o","s","v","w"],0.35770556376169377
["c","d","o","s","w"],0.3072378138847858
["b","c","s","w","y"],0.37629246676514033
["b","c","s","v","w"],0.34391925160019693
["b","c","d","s","w"],0.3018217626784835
["b","c","o","s","y"],0.36792220580994583
["b","c","o","s","v"],0.344903988183161
["b","c","d","o","s"],0.30132939438700146
["e","k","o","s","w"],0.41309699655342197
["b","e","k","s","w"],0.42146725750861647
["b","e","k","o","s"],0.39192516001969474
["b","k","o","s","w"],0.3860167405219104
["e","o","s","w","y"],0.3906942392909897
["b","e","o","s","w"],0.6238306253077301
["e","g","o","s","w"],0.3249630723781389
["e","o","s","v","w"],0.3540128015755785
["d","e","o","s","w"],0.3190546528803545
["b","e","s","w","y"],0.38330871491875923
["b","e","g","s","w"],0.3419497784342688
["b","e","s","v","w"],0.34022648941408173
["b","d","e","s","w"],0.31363860167405216
["b","e","o","s","y"],0.37493845396356473
["b","e","g","o","s"],0.3018217626784835
["b","e","o","s","v"],0.3412112259970458
["b","d","e","o","s"],0.31314623338257014
["b","o","s","w","y"],0.36312161496799605
["b","g","o","s","w"],0.3254554406696209
["b","o","s","v","w"],0.34711964549483015
["b","d","o","s","w"],0.31314623338257014
["c","f","k","n","t"],0.34736582964057117
["c","e","f","n","t"],0.5672082717872969
["c","f","n","t","w"],0.5672082717872969
["c","f","n","o","t"],0.5288035450516987
["c","f","n","t","y"],0.396848842934515
["b","c","f","n","t"],0.535696701132447
["c","f","n","t","v"],0.345642540620384
["e","f","k","n","t"],0.4359921221073363
["f","k","n","t","w"],0.4359921221073363
["f","k","n","o","t"],0.39807976366322007
["b","f","k","n","t"],0.41629739044805514
["e","f","n","t","w"],0.7090103397341211
["e","f","n","o","t"],0.6351550960118169
["e","f","n","t","y"],0.40275726243229937
["b","e","f","n","t"],0.6774987690792713
["e","f","g","n","t"],0.34416543574593794
["e","f","n","t","v"],0.35745937961595275
["f","n","o","t","w"],0.6351550960118169
["f","n","t","w","y"],0.40275726243229937
["b","f","n","t","w"],0.6774987690792713
["f","g","n","t","w"],0.34416543574593794
["f","n","t","v","w"],0.35745937961595275
["f","n","o","t","y"],0.38158542589857214
["b","f","n","o","t"],0.603643525356967
["f","g","n","o","t"],0.3018217626784835
["f","n","o","t","v"],0.3466272772033481
["b","f","n","t","y"],0.3870014771048744
["b","f","g","n","t"],0.32840965041851305
["b","f","n","t","v"],0.3417035942885278
["c","e","k","n","t"],0.34736582964057117
["c","k","n","t","w"],0.34736582964057117
["c","k","n","o","t"],0.33899556868537667
["b","c","k","n","t"],0.32767109798129
["c","e","n","t","w"],0.5672082717872969
["c","e","n","o","t"],0.5288035450516987
["c","e","n","t","y"],0.396848842934515
["b","c","e","n","t"],0.535696701132447
["c","e","n","t","v"],0.345642540620384
["c","n","o","t","w"],0.5288035450516987
["c","n","t","w","y"],0.396848842934515
["b","c","n","t","w"],0.535696701132447
["c","n","t","v","w"],0.345642540620384
["c","n","o","t","y"],0.37567700640078777
["b","c","n","o","t"],0.49729197439684886
["c","n","o","t","v"],0.3348104382077794
["b","c","n","t","y"],0.3810930576070901
["b","c","n","t","v"],0.32988675529295913
["e","k","n","t","w"],0.4359921221073363
["e","k","n","o","t"],0.39807976366322007
["b","e","k","n","t"],0.41629739044805514
["k","n","o","t","w"],0.39807976366322007
["b","k","n","t","w"],0.41629739044805514
["b","k","n","o","t"],0.37838503200393897
["e","n","o","t","w"],0.6351550960118169
["e","n","t","w","y"],0.40275726243229937
["b","e","n","t","w"],0.6774987690792713
["e","g","n","t","w"],0.34416543574593794
["e","n","t","v","w"],0.35745937961595275
["e","n","o","t","y"],0.38158542589857214
["b","e","n","o","t"],0.603643525356967
["e","g","n","o","t"],0.3018217626784835
["e","n","o","t","v"],0.3466272772033481
["b","e","n","t","y"],0.3870014771048744
["b","e","g","n","t"],0.32840965041851305
["b","e","n","t","v"],0.3417035942885278
["n","o","t","w","y"],0.38158542589857214
["b","n","o","t","w"],0.603643525356967
["g","n","o","t","w"],0.3018217626784835
["n","o","t","v","w"],0.3466272772033481
["b","n","t","w","y"],0.3870014771048744
["b","g","n","t","w"],0.32840965041851305
["b","n","t","v","w"],0.3417035942885278
["b","n","o","t","y"],0.3658296405711472
["b","n","o","t","v"],0.3308714918759232
["c","e","f","k","n"],0.4707040866568193
["c","f","k","n","w"],0.464795667159035
["c","f","k","n","o"],0.45790251107828656
["c","f","k","n","y"],0.3341949778434269
["b","c","f","k","n"],0.4404234367306745
["c","f","k","n","v"],0.3020679468242245
["c","e","f","n","w"],0.7095027080256031
["c","e","f","n","o"],0.690300344657804
["c","e","f","n","y"],0.5088626292466765
["b","c","e","f","n"],0.6802067946824224
["c","e","f","g","n"],0.3023141309699655
["c","e","f","n","v"],0.4293451501723289
["c","d","e","f","n"],0.3520433284096504
["c","f","n","o","w"],0.6666666666666666
["c","f","n","w","y"],0.49704579025110784
["b","c","f","n","w"],0.656573116691285
["c","f","g","n","w"],0.3023141309699655
["c","f","n","v","w"],0.4175283111767602
["c","d","f","n","w"],0.3520433284096504
["c","f","n","o","y"],0.483259478089611
["b","c","f","n","o"],0.6373707533234859
["c","f","n","o","v"],0.41851304775972425
["c","d","f","n","o"],0.3466272772033481
["b","c","f","n","y"],0.4775972427375677
["b","c","f","n","v"],0.4017725258493353
["b","c","d","f","n"],0.3431806991629739
["e","f","k","n","w"],0.5544066962087641
["e","f","k","n","o"],0.517971442639094
["e","f","k","n","y"],0.3346873461349089
["b","e","f","k","n"],0.5300344657804037
["e","f","k","n","v"],0.30305268340718855
["f","k","n","o","w"],0.5120630231413097
["f","k","n","w","y"],0.33173313638601676
["b","f","k","n","w"],0.5241260462826194
["f","k","n","v","w"],0.3000984736582964
["f","k","n","o","y"],0.3258247168882324
["b","f","k","n","o"],0.4876907927129493
